Statement,True,False
"Let's pay attention to kids who are not going to college, which ends up being about 60 percent of the kids... and get them trained for the jobs that are there. Because, you know, there are auto mechanic jobs paying $50,000, $60,000 that they can't get filled. There are airline mechanic jobs paying a lot of money that can't get filled. Remarks at AFSCME forum 6/19/2007. Fifty percent of our students who enter higher education need to take remedial courses because they are not prepared for college-level work.",0.5,0.5
"""In 2018, the providers the state paid through the ACO reduced the amount of money spent on healthcare services by $7.7 million."". Despite claims that you can keep the health care plan you like, the Obama Administration has predicted that as many as 7 out of 10 Americans with employer-provided health coverage could lose their current health plan.",0.5,0.5
"""All the ponds in Missouri for which we have data are causing groundwater contamination. … This is a statewide issue."". Says theres no proven instance where hydraulic fracking has polluted groundwater.",1.0,0.0
"On Tim Kaine: In exchange for campaign contributions, he appointed a radical jihadi to the Virginia Immigration Commission. Says Chick-fil-A funds the National Christian Foundation, which ""paid a preacher to go to Uganda and help their lawmakers"" with a bill that would impose the death penalty for homosexuality.",0.0,1.0
"Lizbeth Benacquisto broke election law 105 times, hiding special interest contributors. Says Gloria Steinem once called Kay Bailey Hutchison a female impersonator.",1.0,0.0
"Says MittRomneys tax plans would give an additional $250,000 tax cut to millionaires and billionaires while raising taxes on the middle class. Mitt Romney is proposing a tax plan that would give millionaires another tax break and raises taxes on middle class families by up to $2,000 a year.",1.0,0.0
"In about three weeks over a half million Floridians are going to lose their coverage again through Obamacare. In the three months before the act took effect, America lost 750,000 jobs a month. In the last three months, we've lost about 35,000 jobs a month.",1.0,0.0
"Earmarked dollars have doubled just since 2000, and more than tripled in the last 10 years. The tuitions in Virginia colleges...have doubled -- 100 percent -- in the last 10 years.",1.0,0.0
"""U.S. government reports record tax haul after Trump tax cuts spur economic growth."". Back in the Great Recession, when millions of jobs across America hung in the balance, Donald Trump said rescuing the auto industry didnt really matter very much He said, and I quote again, Let it go.",0.0,1.0
"Says unlike Tim Kaine, who investedin education, Indiana Gov Mike Pence slashed education funding. The tax burden on Virginia families was lower under Tim Kaine than under George Allen.",0.0,1.0
Says Paul Ryans budget would turn Medicare into a voucher. On support for U.S. Rep. Paul Ryans Medicare reform plan.,1.0,0.0
"Says Ted Cruz was just bribed by the Kochs to introduce a bill that would give them and their allies Americas national forests, parks, and other public lands and open them for mining, drilling, fracking and logging. Says Ted Cruz is a supporter of legalizing people that are in this country illegally and proposed giving them work permits.",0.0,1.0
"Romneycare sent costs spiraling out of control in Massachusetts, hiking premiums, squeezing household budgets. Mitt Romney ... gave you government health care that is now bankrupting the state of Massachusetts.",0.0,1.0
"""Nearly 20 million Americans ... have gained health insurance since (the Affordable Care Act) passed in 2010."". 20 million people could lose their current coverage including our senior citizens who are on Medicare.",0.5,0.5
"Says for the first time ever, Texas lawmakers are not funding student population growth. I never supported a state income tax for Texas.",0.5,0.5
"Says the Texas unemployment rate has even grown more than the nations as a whole. Says Texas ""high school graduation rates are at all-time highs."".",1.0,0.0
The federal tax code has loopholes that are giving incentives for companies that are shipping jobs overseas. McCain supports tax breaks for companies that ship jobs overseas.,0.5,0.5
"Says U.S. House opponent Michael Williams does not live in and has never voted in the congressional district hes seeking to represent. Four years as a congressman, he [U.S. Rep. Hank Johnson] never talked about MARTA.",0.0,1.0
"Senate health care legislation will ""levy a new 'abortion premium' fee on Americans in the government-run plan"". Says House Democrats voted to use your tax dollars for abortions by voting against bill defunding Planned Parenthood.",0.0,1.0
Agriculture is the strongest industry in Ohio. Workers who pick produce in Georgias fields can make $12 to $18 an hour.,1.0,0.0
"Says Chris Wallace tweeted to Donald Trump, ""You're a fraud. A charlatan. A thug. A loser. A trust fund baby."". Says Donald Trump tweeted, ""Danny DeVito supports baby murder."".",0.0,1.0
"Gov. Bob McDonnellsbudget plantakesmoney out of our classrooms to pave roads. On gift taking,Bob McDonnell took a fraction of what (Tim) Kaine took.",0.5,0.5
"Abigail Spanberger ""has voted with Nancy Pelosi over 90% of the time…"". Says that 93 percent of the time John Boccieri voted with Nancy Pelosi.",0.5,0.5
The state [food stamp call center] program is administered from foreign shores. Some of these members of the House of Representatives get hundreds of thousands of dollars in farm subsidies but want to cut food stamps.,0.5,0.5
"The American people say, dont touch Social Security, dont touch Medicare, dont cut defense. Thats 84 percent of the federal budget. A ban on earmarks greatly weakens the authority Congress has over spending, to the benefit of the executive branch.",1.0,0.0
Says Texas did not bail out a loan program he oversaw as state agriculture commissioner. We dont have bars on campus in Texas. Its against the law... no alcohol allowed.,0.0,1.0
"Wisconsin is on pace to double the number of layoffs this year. Under Republican-backed state budget, the state education agency estimates expansion of Wisconsins school voucher program could cost nearly $2 billion annually.",0.0,1.0
Says a Justice Department memo directs that you must openly embrace gay marriage and homosexuality. On whether judges should be allowed to place children with gay couples who wish to adopt.,0.5,0.5
"Says that even if his budget is adopted, private schools in the choice program would be getting about half the per-pupil funds that public schools receive. Whether you like to admit it or not, half our general revenue goes to education.",1.0,0.0
"It has been estimated that nearly 40 percent of all guns sold in America are sold by private, unlicensed sellers either online or through gun shows. ""Anybody can buy any weapon, any time without much, if any, regulation. They buy it over the internet. They can buy machine guns."".",0.0,1.0
Weve doubled our use of renewable energy. Weve doubled the production of clean energy.,0.5,0.5
"""Coroner saying George Floyd died of drug overdose, not police brutality."". The death of George Floyd was a ""staged event."".",0.0,1.0
